class,image,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
K,0.jpg,Right,-0.03384270519018173,0.06992742419242859,0.04827834293246269,-0.016240211203694344,0.043997108936309814,0.04885588586330414,0.011576790362596512,0.029430769383907318,0.04997376725077629,0.03431960195302963,0.02203800342977047,0.03170274943113327,0.05101199075579643,0.016972051933407784,0.01213179249316454,-0.0029797283932566643,-0.01802195981144905,0.01839141733944416,-0.0013670790940523148,-0.03896886855363846,0.0021409064065665007,0.005772115662693977,-0.05703064799308777,-0.013291951268911362,0.007423922419548035,-0.07686534523963928,-0.0403173603117466,-0.004177273251116276,-0.00731547549366951,0.0027573725674301386,0.035153575241565704,-0.009980158880352974,-0.0019650734029710293,0.04024821147322655,0.0025610942393541336,0.012682070955634117,0.027563124895095825,0.01162717305123806,0.03387172520160675,0.0015155780129134655,0.011095089837908745,-0.012602370232343674,0.03394024819135666,0.011724562384188175,-0.007686038035899401,0.04077410697937012,0.028132237493991852,0.00844835489988327,0.026605306193232536,0.03757666051387787,0.026185885071754456,0.0027717621996998787,0.02885325625538826,-0.016907086595892906,0.028925295919179916,0.03351400047540665,-0.01251392625272274,0.03646913543343544,0.045406438410282135,0.00841131154447794,0.023442696779966354,0.0539490208029747,0.020322799682617188
L,0.jpg,Left,0.012706983834505081,0.0846429094672203,0.04768724367022514,-0.01959468424320221,0.0678575336933136,0.026299946010112762,-0.043371252715587616,0.05536190792918205,0.022660115733742714,-0.07204258441925049,0.04218137264251709,0.01692853309214115,-0.09847401827573776,0.03086445853114128,0.02783225290477276,-0.03168902173638344,-0.0015007019974291325,0.0032385806553065777,-0.030646659433841705,-0.034540750086307526,-0.003357644658535719,-0.0310685858130455,-0.05595087260007858,-0.012626664713025093,-0.03323988616466522,-0.07138104736804962,-0.037670835852622986,-0.005586405284702778,-0.006367817055433989,0.004252671729773283,-0.006253628991544247,-0.015382057055830956,-0.035408370196819305,-0.015497330576181412,0.012815676629543304,-0.04076148197054863,-0.010622834786772728,0.019974395632743835,-0.014997542835772038,0.02182893455028534,-0.00019164150580763817,-0.0016657637897878885,0.011329732835292816,-0.0007573363836854696,-0.035885684192180634,0.0035394178703427315,0.024093780666589737,-0.03557868301868439,0.007619281765073538,0.0307114589959383,-0.010705307126045227,0.03676171973347664,0.017045404762029648,-0.003889443352818489,0.03312438726425171,0.006028805859386921,-0.028545139357447624,0.023317860439419746,0.02141663059592247,-0.03343677148222923,0.021446052938699722,0.031193355098366737,-0.01731663942337036
M,0.jpg,Left,-0.05238814279437065,-0.01612003520131111,0.03778182342648506,-0.046427346765995026,0.0011440664529800415,0.02374955452978611,-0.038476407527923584,0.02599390782415867,0.02585882693529129,-0.031108679249882698,0.039365917444229126,0.011369732208549976,-0.017971230670809746,0.05226586386561394,0.00031400908483192325,-0.0049115815199911594,0.008607916533946991,0.0005989870987832546,0.007584588602185249,0.011037199757993221,-0.0013308178167790174,0.027125494554638863,0.009148906916379929,0.005909032188355923,0.04354805871844292,0.0024814140051603317,0.016571220010519028,0.0015873168595135212,-0.0004853582940995693,-0.0009951996617019176,0.026431187987327576,-1.6665086150169373e-05,0.0065558175556361675,0.05452265217900276,-0.006969062611460686,0.008166748099029064,0.07699702680110931,-0.009124044328927994,0.014588852412998676,0.006745454855263233,-0.007090836763381958,-0.001498415251262486,0.027759158983826637,-0.009638107381761074,0.0025999927893280983,0.05356067419052124,-0.014368074014782906,0.006711297202855349,0.077119380235672,-0.013649065047502518,0.01637461595237255,0.0005720462650060654,-0.013657016679644585,0.005124467425048351,0.017277605831623077,-0.011225659400224686,0.0042648944072425365,0.04314664751291275,-0.007210839539766312,0.010988285765051842,0.06172691285610199,-0.0030543282628059387,0.01934323087334633
N,0.jpg,Left,-0.030513089150190353,0.05973031744360924,0.062369730323553085,-0.0033248160034418106,0.04395151883363724,0.05637521669268608,0.010627133771777153,0.01987188123166561,0.046598102897405624,0.009490328840911388,-0.007254190742969513,0.029337340965867043,-0.004690506495535374,-0.027064884081482887,0.004149315413087606,0.021211784332990646,-0.0017941668629646301,0.0024918923154473305,0.02286648005247116,-0.03257201239466667,9.430753561900929e-05,0.023404767736792564,-0.05881772190332413,0.01320337038487196,0.014046341180801392,-0.08432154357433319,0.031279489398002625,0.002587208291515708,-0.0020636599510908127,-0.0015861764550209045,-0.0010960157960653305,-0.038992740213871,-0.00020899974333588034,-0.011619403958320618,-0.06514103710651398,0.012588812969624996,-0.017271388322114944,-0.08664947748184204,0.03613991662859917,-0.014410851523280144,-0.0005143871530890465,-0.003545332234352827,-0.015580276027321815,-0.035199712961912155,0.007851106114685535,-0.015843618661165237,-0.05098088085651398,0.02526623010635376,-0.010423475876450539,-0.05955341458320618,0.0387406051158905,-0.03705577552318573,0.0020841844379901886,0.00788854155689478,-0.03134194388985634,-0.016725093126296997,0.01659279316663742,-0.025040138512849808,-0.01996133290231228,0.03574680909514427,-0.023558484390378,-0.0075362855568528175,0.046426814049482346
O,0.jpg,Left,0.03647240623831749,0.06941348314285278,-0.03609162196516991,0.01509341411292553,0.06520679593086243,-0.013732634484767914,-0.007176913321018219,0.05718458816409111,0.011835519224405289,-0.03040110506117344,0.05182306468486786,0.038935337215662,-0.04749779775738716,0.03589463606476784,0.06962025165557861,0.00043134065344929695,0.00829541590064764,0.026992449536919594,-0.022179506719112396,0.005080891773104668,0.024817323312163353,-0.03982165455818176,0.013203136622905731,0.020560577511787415,-0.03776033967733383,0.03581288456916809,0.0048673138953745365,0.0005325236124917865,-0.0011702064657583833,0.009300696663558483,-0.031836580485105515,-0.008132503367960453,0.006732493173331022,-0.046033237129449844,0.0133978221565485,-0.00013403197226580232,-0.04420023784041405,0.028685152530670166,-0.0018181191990152001,-0.00046162307262420654,-0.006087879184633493,-0.016842573881149292,-0.0341738760471344,-0.008340828120708466,-0.016710612922906876,-0.04694262892007828,0.00834551453590393,-0.015322092920541763,-0.046793680638074875,0.03296428173780441,-0.01954968087375164,-0.00712724681943655,0.005167982541024685,-0.03544570505619049,-0.032171376049518585,0.004552731290459633,-0.03302111476659775,-0.05271699279546738,0.013587495312094688,-0.033052388578653336,-0.04822748154401779,0.03516821563243866,-0.0316690169274807
P,0.jpg,Right,-0.042650628834962845,-0.025763843208551407,0.06940925866365433,-0.033376023173332214,-0.03810557723045349,0.034410104155540466,-0.006493788678199053,-0.04616304114460945,0.018361583352088928,0.019383283331990242,-0.047392770648002625,-0.0013036733726039529,0.04378306865692139,-0.04474467784166336,-0.014627785421907902,-0.0065160030499100685,-0.015552331693470478,-0.013682888820767403,0.007560851983726025,-0.014828168787062168,-0.028829414397478104,0.026458600535988808,-0.018880242481827736,-0.023691169917583466,0.044251736253499985,-0.023911762982606888,-0.03325270116329193,-0.0014857721980661154,8.671074465382844e-05,-0.0036401916295289993,0.01782049611210823,-0.016277583315968513,-0.009991480968892574,0.026591384783387184,-0.029444171115756035,-0.00014534694491885602,0.032231636345386505,-0.034528691321611404,0.008495969697833061,0.004020825028419495,0.006864677183330059,0.008507884107530117,0.017575683072209358,-0.01044686883687973,0.006350301206111908,0.01965009793639183,-0.021406948566436768,0.01907096803188324,0.017339253798127174,-0.0234408900141716,0.03167214244604111,0.005901725962758064,0.009582795202732086,0.0253905039280653,0.01637967675924301,-0.004132502246648073,0.022930407896637917,0.022417061030864716,-0.01588730327785015,0.033872250467538834,0.022430002689361572,-0.01829955168068409,0.03822643682360649
Q,0.jpg,Right,0.02923400327563286,0.05315796658396721,0.0520692877471447,0.008872417733073235,0.05367230996489525,0.02582365833222866,-0.010379571467638016,0.044271621853113174,0.005843629129230976,-0.034278422594070435,0.046498268842697144,-0.010494868271052837,-0.048200253397226334,0.04717247933149338,-0.027295183390378952,-0.004055451601743698,0.011547602713108063,-0.011965999379754066,-0.02592410333454609,0.002611052943393588,-0.01893935725092888,-0.04369914531707764,0.004436721559613943,-0.024889342486858368,-0.049755215644836426,0.01144329272210598,-0.025598060339689255,-0.002789918100461364,-0.00037927855737507343,-0.0009438257548026741,-0.016771141439676285,0.0004173463676124811,-0.013291802257299423,-0.021604247391223907,0.017953557893633842,-0.003230263479053974,-0.01460933219641447,0.014631652273237705,0.005540692713111639,0.00391832459717989,-0.0054626609198749065,0.006401789374649525,-0.011487185955047607,0.00773255992680788,0.0026310307439416647,-0.01286274567246437,0.014399698004126549,0.017083318904042244,-0.004988824017345905,0.016794728115200996,0.03299605846405029,0.0034639218356460333,0.0029745912179350853,0.024483153596520424,-0.0055268253199756145,0.007024172693490982,0.018239928409457207,-0.005210251547396183,0.017737379297614098,0.024556946009397507,-0.004305660724639893,0.02115342952311039,0.031739551573991776
R,0.jpg,Right,0.09415587037801743,0.022477921098470688,-5.239767051534727e-05,0.07350502163171768,-0.012922106310725212,-0.008895033039152622,0.053234025835990906,-0.03898445889353752,-0.021169880405068398,0.018690302968025208,-0.04930795729160309,-0.0381351038813591,-0.009439252316951752,-0.044408708810806274,-0.04815399646759033,0.0032832911238074303,-0.024839917197823524,0.005982599686831236,-0.023861289024353027,-0.030621476471424103,-0.0013505343813449144,-0.05168789252638817,-0.031382981687784195,-0.007963337935507298,-0.06990773230791092,-0.029002336785197258,-0.025296585634350777,-0.006065913941711187,-0.00205961219035089,0.006613432429730892,-0.04234723001718521,-0.0072326697409152985,0.002066252985969186,-0.06890121847391129,-0.008200369775295258,-0.008266917429864407,-0.09417444467544556,-0.016050085425376892,-0.01897585578262806,-0.002976550254970789,0.016606416553258896,-0.003292336594313383,-0.0369274839758873,0.012583632953464985,-0.009824180975556374,-0.060231588780879974,0.008756797760725021,-0.02023531310260296,-0.08120782673358917,0.002394203096628189,-0.03427232801914215,0.007911956869065762,0.03556375950574875,-0.0129851084202528,-0.015508889220654964,0.028409656137228012,-0.020726999267935753,-0.022404905408620834,0.019199296832084656,-0.03585602715611458,-0.027069367468357086,0.017963837832212448,-0.04536094889044762
S,0.jpg,Left,-0.07492274045944214,-0.021777043119072914,0.04142116382718086,-0.05948508530855179,0.013679953292012215,0.028904419392347336,-0.033329568803310394,0.031894925981760025,0.02669934742152691,-0.005009743385016918,0.03179796412587166,0.014601805247366428,0.01311166025698185,0.021160149946808815,0.0039770170114934444,-0.0020541613921523094,0.022656086832284927,-0.007158786524087191,0.021800220012664795,0.032484814524650574,-0.005631985608488321,0.036933545023202896,0.03675336018204689,0.014718323014676571,0.03846589848399162,0.03410593420267105,0.032540809363126755,0.0015645711682736874,0.001148091978393495,-0.0032885654363781214,0.02107943594455719,0.011411059647798538,0.00913138035684824,0.013498419895768166,0.010812493041157722,0.039607223123311996,0.00417131744325161,0.013138603419065475,0.0664265900850296,0.0027147545479238033,-0.014676367864012718,0.004372250288724899,0.016986874863505363,-0.004225559066981077,0.022532658651471138,0.009926192462444305,-0.00282453466206789,0.050950102508068085,0.0002452656044624746,-0.0023158194962888956,0.071173757314682,-0.0016445647925138474,-0.034952592104673386,0.017349721863865852,0.012919885106384754,-0.02622276172041893,0.030325423926115036,0.010098896920681,-0.01858382113277912,0.048377975821495056,7.126480340957642e-06,-0.017389295622706413,0.05429918318986893
T,0.jpg,Left,0.0036816131323575974,0.08250972628593445,0.04395629093050957,0.004786231555044651,0.04749271273612976,0.050161831080913544,-0.0032404076773673296,0.018276354297995567,0.052531562745571136,-0.02595243602991104,-0.0019468916580080986,0.0385974682867527,-0.047175295650959015,-0.008779247291386127,0.02438460849225521,0.007450981996953487,-0.014207642525434494,0.017594585195183754,0.005231698043644428,-0.03711358457803726,0.008852461352944374,-2.8178095817565918e-05,-0.06084948778152466,0.010627398267388344,-0.008193586021661758,-0.08246488869190216,-0.00022537060431204736,0.0023507599253207445,-0.004757346585392952,0.0010640582768246531,-0.022510286420583725,-0.02284899912774563,-0.0006322060944512486,-0.03368523344397545,-0.011587370187044144,0.020844390615820885,-0.023069052025675774,0.0027976897545158863,0.03847494721412659,-0.006072216667234898,0.007692592218518257,-0.0126400887966156,-0.03292969986796379,-0.00016076955944299698,-0.0056626820005476475,-0.03864673525094986,0.01027410477399826,0.015424244105815887,-0.02628573775291443,0.019101599231362343,0.03254814073443413,-0.018466226756572723,0.026521088555455208,-0.015507655218243599,-0.03915991634130478,0.020325707271695137,-0.011059330776333809,-0.04189755767583847,0.023979267105460167,0.00881872233003378,-0.03173092007637024,0.03200078010559082,0.019252927973866463
U,0.jpg,Right,-0.06642569601535797,0.05316023901104927,0.03526969626545906,-0.07060633599758148,0.02779802680015564,0.005202898755669594,-0.06553007662296295,0.005640069022774696,-0.008808990009129047,-0.062322307378053665,-0.028366589918732643,-0.020556509494781494,-0.06611421704292297,-0.05109715834259987,-0.021136127412319183,-0.007976096123456955,-0.004293637350201607,-0.02033398300409317,0.01150757446885109,-0.027063842862844467,-0.021460698917508125,0.0202992781996727,-0.052306175231933594,-0.023960931226611137,0.019517751410603523,-0.07769165188074112,-0.03773540258407593,0.0023327874951064587,-0.0027127782814204693,-0.0015406511956825852,-0.0019213594496250153,-0.027454590424895287,0.0011505723232403398,-0.024746693670749664,-0.026022912934422493,0.01761706918478012,-0.024845704436302185,-0.012207332998514175,0.026679569855332375,0.007410407066345215,0.00492948479950428,0.011712654493749142,-0.004946578294038773,-0.016952747479081154,0.0224122554063797,-0.022459931671619415,-0.014921463094651699,0.04015038162469864,-0.026513442397117615,-0.0036790277808904648,0.04876326769590378,-0.005173009820282459,0.010232657194137573,0.035442426800727844,-0.007644381839782,-0.006008032709360123,0.03666236251592636,-0.019094660878181458,-0.005856835283339024,0.04005792364478111,-0.02525758557021618,-7.910747081041336e-05,0.038427919149398804
V,0.jpg,Right,-0.018851298838853836,0.07676360011100769,0.0348028689622879,-0.0411127544939518,0.04795825481414795,0.02615397423505783,-0.034262336790561676,0.018377527594566345,0.033776361495256424,-0.016838883981108665,-0.006439883727580309,0.031710077077150345,0.0016983076930046082,-0.009413824416697025,0.03422751650214195,-0.028274614363908768,-0.010445069521665573,-0.00073227722896263,-0.028613783419132233,-0.03846017271280289,-0.001440736697986722,-0.03156165033578873,-0.060604918748140335,0.004232133273035288,-0.03496985882520676,-0.08284667879343033,0.010797148570418358,-0.0028000706806778908,-0.003918117843568325,-0.0028959689661860466,0.009468097239732742,-0.040280621498823166,-0.0014200282748788595,0.007653137668967247,-0.06729605793952942,0.0041571734473109245,0.009554220363497734,-0.09376189857721329,0.017819438129663467,0.018433978781104088,0.00631079962477088,0.000641872058622539,0.021047115325927734,-0.010354720056056976,0.016185667365789413,0.010811799205839634,-0.0042712148278951645,0.03662177175283432,0.005289779976010323,0.006961486302316189,0.05115026235580444,0.030765093863010406,0.02398940734565258,0.009987839497625828,0.02986224740743637,0.005500155501067638,0.0217109527438879,0.022843845188617706,0.008575474843382835,0.043601468205451965,0.01900271512567997,0.01781807839870453,0.048447996377944946
